Name,Platform,Year_of_Release,Genre,Publisher,Global_Sales,Critic_Score,User_Score,Developer,Rating
Wave Race: Blue Storm,GC,2001,Racing,Nintendo,0.6,80,8.3,Nintendo,E
Aliens: Colonial Marines,PS3,2013,Shooter,Sega,0.6,43,3.6,Gearbox Software,M
Backyard Wrestling: Don't Try This at Home,PS2,2003,Fighting,Eidos Interactive,0.6,51,7.8,Paradox Development,M
Yakuza: Dead Souls,PS3,2011,Shooter,Sega,0.6,64,7.4,Ryu ga Gotoku Studios,M
Fight Night Round 2,XB,2005,Fighting,Electronic Arts,0.6,88,8.8,EA Sports,T
MonHun Nikki: Poka Poka Ailu Mura,PSP,2010,Role-Playing,Capcom,0.6,,,,
Dead Island: Riptide,PS3,2013,Action,Deep Silver,0.6,62,5.9,Techland,M
Just Dance 2015,X360,2014,Misc,Ubisoft,0.6,,8.3,Ubisoft,E10+
Kinect Sports Rivals,XOne,2014,Sports,Microsoft Game Studios,0.6,60,5.1,Microsoft Game Studios,E10+
NBA 2K8,PS2,2007,Sports,Take-Two Interactive,0.6,72,6,Visual Concepts,E
Dynasty Warriors 8,PS3,2013,Action,Tecmo Koei,0.6,68,8.5,Omega Force,T
Suikoden,PS,1995,Role-Playing,Konami Digital Entertainment,0.6,,,,
Disney Infinity,WiiU,2013,Action,Disney Interactive Studios,0.6,71,7.6,Avalanche Software,E10+
Secret Agent Clank,PS2,2009,Platform,Sony Computer Entertainment,0.6,61,6.7,Sanzaru Games,E10+
Call of Juarez: Bound in Blood,X360,2009,Shooter,Ubisoft,0.6,77,7.6,Techland,M
Fighters Uncaged,X360,2010,Fighting,Ubisoft,0.6,32,4.6,Ubisoft,T
Rayman Arena,PS2,2001,Racing,Ubisoft,0.6,63,8.6,Ubisoft,E
Jaws Unleashed,PS2,2006,Action,THQ,0.6,52,7.5,Appaloosa Interactive,M
Puyo Puyo Sun,SAT,1997,Puzzle,Compile,0.6,,,,
Half-Life,PS2,2001,Shooter,Vivendi Games,0.6,87,8.6,Gearbox Software,M
International Superstar Soccer 64,N64,1997,Sports,Konami Digital Entertainment,0.6,,,,
Mickey's Speedway USA,N64,2000,Racing,Nintendo,0.6,,,,
NASCAR Heat 2002,PS2,2001,Racing,Infogrames,0.6,81,,Monster Games Inc.,E
Split/Second,X360,2010,Racing,Disney Interactive Studios,0.6,82,8.1,Black Rock Studio,E10+
The Golden Compass,DS,2007,Action,Sega,0.6,43,4.9,Artificial Mind and Movement,E10+
The Golden Compass,Wii,N/A,Action,Sega,0.6,35,6.8,Shiny Entertainment,E10+
"Transformers: The Game (XBox 360, PS2, PS3, Wii & PC Versions)",X360,2007,Action,Activision,0.6,,,,
From TV Animation One Piece: Grand Battle 2,PS,2002,Fighting,Namco Bandai Games,0.6,,,,
BeatMania Append 3rdMix,PS,1998,Simulation,Konami Digital Entertainment,0.6,,,,
Muramasa: The Demon Blade,Wii,2009,Role-Playing,Rising Star Games,0.6,81,8.7,Vanillaware,T
Disney TH!NK Fast: The Ultimate Trivia Showdown,Wii,2008,Misc,Disney Interactive Studios,0.6,,,,
 Frozen: Olaf's Quest,3DS,2013,Platform,Disney Interactive Studios,0.6,,,,
Xena: Warrior Princess,PS,1998,Adventure,Electronic Arts,0.6,,,,
Littlest Pet Shop: Garden,DS,2008,Simulation,Electronic Arts,0.6,,,Electronic Arts,E
Okami,Wii,2008,Action,Capcom,0.6,90,8.9,Ready at Dawn,T
New Play Control! Pikmin 2,Wii,2009,Strategy,Nintendo,0.6,,,,
LEGO The Hobbit,PS4,2014,Action,Warner Bros. Interactive Entertainment,0.6,72,6.6,TT Games,E10+
Front Mission,SNES,1995,Strategy,SquareSoft,0.6,,,,
WWE 2K17,PS4,2016,Sports,Take-Two Interactive,0.6,69,6.9,Yuke's,T
Just Dance 2014,WiiU,2013,Misc,Ubisoft,0.6,72,7.6,Ubisoft,E10+
New Play Control! Donkey Kong Jungle Beat,Wii,2008,Platform,Nintendo,0.6,,,,
Wipeout: The Game,DS,2010,Misc,Activision,0.6,,,Endemol,E
Avatar: The Game,PSP,2009,Action,Ubisoft,0.6,,,,
NHL 15,PS4,2014,Sports,Electronic Arts,0.6,60,3.6,EA Sports,E10+
Total War: Shogun 2,PC,2011,Strategy,Sega,0.6,90,8.3,Creative Assembly,T
Major League Baseball 2K7,PS2,2007,Sports,Spike,0.6,71,,Kush Games,E
Dai-2-Ji Super Robot Taisen α,PS2,2003,Strategy,Banpresto,0.6,,,,
PGR3 - Project Gotham Racing 3,X360,2005,Racing,Microsoft Game Studios,0.6,,,,
Dragon Age: Inquisition,PS3,2014,Role-Playing,Electronic Arts,0.6,,5.2,BioWare,M
SimCity DS,DS,2007,Simulation,Electronic Arts,0.6,69,6.3,Aki Corp.,E
New Carnival Games,Wii,2010,Misc,Take-Two Interactive,0.59,,,Cat Daddy Games,E
Hot Wheels: Stunt Track Challenge,PS2,2004,Racing,THQ,0.59,62,8.1,Climax Group,E
Littlest Pet Shop: Jungle,DS,2008,Simulation,Electronic Arts,0.59,,,Electronic Arts,E
Dai-3-Ji Super Robot Taisen α: Shuuen no Ginga e,PS2,2005,Strategy,Banpresto,0.59,,,,
FIFA 15,PSV,2014,Sports,Electronic Arts,0.59,,3.1,EA Sports,E
Jikkyou Powerful Pro Yakyuu '97 Kaimakuban,PS,1997,Sports,Konami Digital Entertainment,0.59,,,,
Monopoly,X360,2008,Misc,Electronic Arts,0.59,56,5.8,EA Bright Light,E
Tony Hawk: RIDE,PS3,2009,Sports,Activision,0.59,44,2.1,Robomodo,E10+
CyberTiger,PS,1998,Sports,Electronic Arts,0.59,,,,
Jampack Fall 2001,PS,2001,Misc,Sony Computer Entertainment,0.59,,,,
Medal of Honor: Frontline,GC,2002,Shooter,Electronic Arts,0.59,80,7.9,Dreamworks Games,T
Dead Space,PC,2008,Action,Electronic Arts,0.59,86,8,EA Redwood Shores,M
NFL Blitz 2001,PS,2000,Sports,Midway Games,0.59,70,,Midway,E
Jikkyou Powerful Pro Yakyuu '98 Kaimakuban,PS,1998,Sports,Konami Digital Entertainment,0.59,,,,
Rock Band 2,PS2,2008,Misc,MTV Games,0.59,,8,Harmonix Music Systems,T
NHL 11,PS3,2010,Sports,Electronic Arts,0.59,88,7.1,Electronic Arts,E10+
Yakuza 5,PS3,2012,Action,Sega,0.59,83,8.5,Ryu ga Gotoku Studios,M
BurgerTime,2600,1981,Puzzle,Mattel Interactive,0.59,,,,
2002 FIFA World Cup,PS2,2002,Sports,Electronic Arts,0.59,73,5.6,EA Sports,E
MVP Baseball 2004,XB,2004,Sports,Electronic Arts,0.59,90,8.5,EA Sports,E
Crash Bandicoot: The Wrath of Cortex,GC,2002,Platform,Universal Interactive,0.59,62,7.3,Traveller's Tales,E
Smurf: Rescue In Gargamel's Castle,2600,1981,Action,Coleco,0.59,,,,
Beijing 2008,X360,2008,Sports,Sega,0.59,,,,
Pokemon Trozei!,DS,2005,Puzzle,Nintendo,0.59,,,,
WWE 2K16,XOne,2015,Sports,Take-Two Interactive,0.59,72,5.7,Yuke's,T
Extreme-G,N64,1997,Racing,Acclaim Entertainment,0.59,,,,
Ready 2 Rumble Boxing,N64,1999,Sports,Midway Games,0.59,,,,
Assassin's Creed: Brotherhood,PC,2011,Action,Ubisoft,0.59,88,8.2,Ubisoft Montreal,M
Spelling Challenges and more!,DS,2007,Misc,505 Games,0.59,,,,
Dead or Alive Xtreme Beach Volleyball,XB,2003,Sports,Microsoft Game Studios,0.59,73,7.8,Team Ninja,M
Tales of Rebirth,PS2,2004,Role-Playing,Namco Bandai Games,0.59,,,,
Silent Hill: Shattered Memories,PS2,2010,Action,Konami Digital Entertainment,0.59,77,6.8,Climax Group,M
Disney Sing It: Family Hits,Wii,2010,Misc,Disney Interactive Studios,0.59,,,Disney Interactive Studios,E
Blur,X360,2010,Racing,Activision,0.59,82,8.3,Bizarre Creations,E10+
Barbie: Race & Ride,PS,1999,Action,Sony Computer Entertainment,0.59,,,,
Kane & Lynch 2: Dog Days,PS3,2010,Shooter,Square Enix,0.59,,,,
Madden NFL 06,X360,N/A,Sports,Electronic Arts,0.59,74,4.9,EA Tiburon,E
Asphalt: Urban GT,DS,2004,Racing,Ubisoft,0.59,60,7.5,Gameloft,E
Mega Man Anniversary Collection,PS2,2004,Platform,Capcom,0.59,81,9,Atomic Planet Entertainment,E
Metal Gear Solid V: Ground Zeroes,PS3,2014,Action,Konami Digital Entertainment,0.59,66,5.9,Kojima Productions,M
Harvest Moon: Friends of Mineral Town,GBA,2003,Simulation,Ubisoft,0.59,81,9.6,TOSE,E
Backyard NBA Basketball,PS2,2003,Sports,Atari,0.59,,,,
Ben 10: Alien Force,PSP,2008,Action,Koch Media,0.59,,7.7,Monkey Bar Games,E10+
Naruto: The Broken Bond,X360,2008,Action,Ubisoft,0.59,80,7.8,Ubisoft Montreal,T
Kirby's Dream Course,SNES,1994,Sports,Nintendo,0.59,,,,
WarioWare D.I.Y.,DS,2009,Misc,Nintendo,0.59,82,8.7,Intelligent Systems,E
Iron Man,Wii,2008,Action,Sega,0.59,44,7,Artificial Mind and Movement,T
The Fight: Lights Out,PS3,2010,Fighting,Sony Computer Entertainment,0.59,48,7.5,Coldwood Interactive,T
Mega Man X7,PS2,2003,Action,Capcom,0.58,58,5.1,"Valuewave Co.,Ltd.",E
Deus Ex: Human Revolution,PC,2011,Shooter,Square Enix,0.58,90,8.5,Nixxes Software,M
SpongeBob SquarePants featuring Nicktoons: Globs of Doom,PS2,2008,Action,THQ,0.58,,,Incinerator Games,E
Final Fantasy Anniversary Edition,PSP,2007,Role-Playing,Square Enix,0.58,67,7.7,TOSE,E10+
LEGO Indiana Jones 2: The Adventure Continues,PSP,2009,Action,Activision,0.58,,,Traveller's Tales,E10+
SoulCalibur V,X360,2012,Fighting,Namco Bandai Games,0.58,77,6.2,Project Soul,T
Tokimeki Memorial: Forever with You,PS,1995,Simulation,Konami Digital Entertainment,0.58,,,,
Diablo,PS,1997,Role-Playing,Electronic Arts,0.58,,,,
Q*bert,2600,1982,Puzzle,Parker Bros.,0.58,,,,
Romancing SaGa,PS2,2005,Role-Playing,Square Enix,0.58,58,8,Square Enix,E10+
Lost: Via Domus,X360,2008,Action,Ubisoft,0.58,55,6.4,Ubisoft Montreal,T
Top Spin 3,Wii,2008,Action,Take-Two Interactive,0.58,68,5.7,Pam Development,E
Game Party in Motion,X360,2010,Misc,Warner Bros. Interactive Entertainment,0.58,33,3.7,Farsight Studios,E
The Lord of the Rings: The Third Age,PS2,2004,Role-Playing,Electronic Arts,0.58,73,8.2,EA Games,T
Call of Duty: Black Ops,DS,2010,Shooter,Activision,0.58,74,6,n-Space,T
Disney Sing It! High School Musical 3: Senior Year,Wii,2008,Misc,Disney Interactive Studios,0.58,,,,
NCAA Football 09,PS3,2008,Sports,Electronic Arts,0.58,81,7.3,EA Tiburon,E
Sonic & All-Stars Racing Transformed,X360,2012,Racing,Sega,0.58,,,,
MLB 11: The Show,PS3,2011,Sports,Sony Computer Entertainment,0.58,90,7.8,SCEA San Diego Studios,E
Jeopardy!,Wii,2010,Misc,THQ,0.58,,,,
"Transformers: War for Cybertron (XBox 360, PS3, & PC Versions)",X360,2010,Shooter,Activision,0.58,,,,
Kinect Rush: A Disney Pixar Adventure,X360,2012,Adventure,Microsoft Game Studios,0.58,68,5.1,Asobo Studio,E
Sammy Sosa High Heat Baseball 2001,PS,2000,Sports,3DO,0.58,,,,
Skylanders SWAP Force,WiiU,2013,Platform,Activision,0.58,89,6,Vicarious Visions,E10+
Terminator 3: Rise of the Machines,PS2,2003,Action,Atari,0.58,38,6.3,Black Ops Entertainment,T
Guitar Hero: Smash Hits,Wii,2009,Misc,Activision,0.58,74,7.7,Beenox,T
Tom Clancy's HAWX,X360,2009,Action,Ubisoft,0.58,73,7.3,Ubisoft Romania,T
Alice: Madness Returns,PS3,2011,Adventure,Electronic Arts,0.58,70,7.9,Spicy Horse,M
Shin Megami Tensei IV,3DS,2013,Role-Playing,Atlus,0.58,83,8.3,Atlus,M
NBA 2K7,X360,2006,Sports,Take-Two Interactive,0.58,84,7.8,"Kush Games, Visual Concepts",E
International Superstar Soccer '98,N64,1998,Sports,Konami Digital Entertainment,0.58,,,,
FIFA: Road to  World Cup 98,N64,1997,Sports,Electronic Arts,0.58,,,,
World Cup 98,N64,1998,Sports,Electronic Arts,0.58,,,,
NHL 12,PS3,2011,Sports,Electronic Arts,0.58,86,7.5,Electronic Arts,E10+
NASCAR: Dirt to Daytona,PS2,N/A,Racing,Unknown,0.58,84,8.8,Monster Games Inc.,E
Unreal Tournament,PS2,2000,Shooter,Infogrames,0.58,77,6.8,Epic Games,M
Digimon World 2,PS,2000,Role-Playing,Namco Bandai Games,0.58,42,7.6,Bandai,E
Tales of Phantasia,PS,1998,Role-Playing,Namco Bandai Games,0.58,,,,
Prince of Persia: The Two Thrones,XB,2005,Action,Ubisoft,0.58,85,8.4,Ubisoft,M
Xenosaga Episode II: Jenseits von Gut und Böse,PS2,2004,Role-Playing,Sony Computer Entertainment,0.58,,,,
Gex: Enter the Gecko,PS,1998,Platform,BMG Interactive Entertainment,0.58,,,,
Shrek 2: Beg for Mercy,GBA,2004,Adventure,Activision,0.58,,,,
FIFA Soccer 10,DS,2009,Sports,Electronic Arts,0.58,,7.6,Exient Entertainment,E
JoJo's Bizarre Adventure: All Star Battle,PS3,2013,Fighting,Namco Bandai Games,0.58,71,8.3,CyberConnect2,T
Contra: Shattered Soldier,PS2,2002,Shooter,Konami Digital Entertainment,0.58,78,6.6,KCET,T
Championship Motocross featuring Ricky Carmichael,PS,1998,Racing,THQ,0.58,,,,
Dragon Ball Z: Chou Saiya Densetsu,SNES,1992,Role-Playing,Namco Bandai Games,0.58,,,,
Final Fantasy: The 4 Heroes of Light,DS,2009,Role-Playing,Square Enix,0.58,71,7.1,Matrix Software,E10+
Rayman Legends,PS3,2013,Platform,Ubisoft,0.58,91,8.7,Ubisoft Montpellier,E10+
Fire Emblem: Seisen no Keifu,SNES,1996,Strategy,Nintendo,0.58,,,,
FIFA Soccer,PSV,2012,Sports,Electronic Arts,0.58,79,7.2,Electronic Arts,E
Tenchu 2: Birth of the Stealth Assassins,PS,2000,Action,Activision,0.58,77,8.7,Acquire,M
Tony Hawk's Pro Skater 4,GC,2002,Sports,Activision,0.58,91,8.6,Neversoft Entertainment,T
Go Diego Go! Great Dinosaur Rescue,Wii,2008,Action,Take-Two Interactive,0.58,,,,
Naruto: Uzumaki Chronicles 2,PS2,2006,Action,Namco Bandai Games,0.58,52,6.9,Cavia Inc.,T
NHL 06,PS2,2005,Sports,Electronic Arts,0.58,78,8.5,EA Canada,E10+
Parasite Eve II,PS,1999,Role-Playing,SquareSoft,0.58,79,9,SquareSoft,M
NFL Blitz 2000,N64,1999,Sports,Midway Games,0.58,,,,
Skate it,Wii,2008,Sports,Electronic Arts,0.58,70,8.4,Electronic Arts,E
Pro Evolution Soccer 2015,PS3,2014,Sports,Konami Digital Entertainment,0.58,,7.8,Konami,E
London 2012: The Official Video Game of the Olympic Games,X360,2012,Sports,Sega,0.58,,,,
Madden NFL 2002,XB,N/A,Sports,Unknown,0.58,90,8.1,EA Sports,E
NCAA Football 10,PS2,2009,Sports,Electronic Arts,0.58,,,EA Tiburon,E
Phineas and Ferb: Across the 2nd Dimension,Wii,2011,Action,Disney Interactive Studios,0.57,76,8.3,High Impact Games,E10+
Theme Park,PS,1994,Simulation,Electronic Arts,0.57,,,,
Far Cry Instincts,XB,2005,Shooter,Ubisoft,0.57,85,5.7,Ubisoft Montreal,M
Hasbro Family Game Night,PS2,2008,Puzzle,Electronic Arts,0.57,,,EA Bright Light,E
Tony Hawk's Pro Skater 4,GBA,2002,Sports,Activision,0.57,85,8.8,Vicarious Visions,E
ATV Offroad Fury: Blazin' Trails,PSP,2005,Racing,SouthPeak Games,0.57,63,7.8,Climax Group,E
Tales of the Abyss,PS2,2005,Role-Playing,Namco Bandai Games,0.57,78,8.4,Namco,T
Payday 2,X360,2013,Shooter,505 Games,0.57,75,6.3,Overkill Software,M
Mobile Suit Gundam: Giren no Yabou- Zeon no Keifu,PS,2000,Strategy,Namco Bandai Games,0.57,,,,
Blacksite: Area 51,X360,2007,Shooter,Midway Games,0.57,62,6.1,Midway Studios - Austin,T
Spyro Orange: The Cortex Conspiracy,GBA,2004,Action,Vivendi Games,0.57,60,7,Vicarious Visions,E
XCOM: Enemy Unknown,PS3,2012,Strategy,Take-Two Interactive,0.57,89,8.2,Firaxis Games,M
Petz Dogz 2,Wii,2007,Simulation,Ubisoft,0.57,,,Ubisoft,E
Beyond The Beyond,PS,1995,Role-Playing,Sony Computer Entertainment,0.57,,,,
Ben 10: Alien Force,PS2,2008,Action,Koch Media,0.57,,5.3,Monkey Bar Games,E10+
Skylanders: Spyro's Adventure,3DS,2011,Action,Activision,0.57,82,4.9,Vicarious Visions,E10+
Cabela's Dangerous Hunts 2011,Wii,2010,Sports,Activision,0.57,,,Activision,T
The Sims 3: World Adventures,PC,2009,Simulation,Electronic Arts,0.57,81,8,The Sims Studio,T
Madden NFL 06,GC,2005,Sports,Electronic Arts,0.57,86,8.5,EA Sports,E
Mega Man Star Force 2: Zerker x Ninja / Saurian,DS,2007,Action,Capcom,0.57,,,,
Titanfall 2,XOne,2016,Shooter,Electronic Arts,0.57,87,8,Respawn Entertainment,M
BlazBlue: Calamity Trigger,PS3,2009,Fighting,PQube,0.57,87,8.4,Arc System Works,T
"Transformers: The Game (XBox 360, PS2, PS3, Wii & PC Versions)",Wii,2007,Action,Activision,0.57,,,,
Iron Man,X360,2008,Action,Sega,0.57,45,5.9,Secret Level,T
Naruto: Ultimate Ninja 2,PS2,2004,Fighting,Namco Bandai Games,0.57,73,7.9,CyberConnect2,T
The Mysterious Murasame Castle,NES,1986,Action,Nintendo,0.57,,,,
NBA Hangtime,N64,1997,Sports,GT Interactive,0.57,,,,
NHL 10,PS3,2009,Sports,Electronic Arts,0.57,88,7.9,EA Canada,E10+
Zumba Fitness,PS3,2010,Sports,505 Games,0.57,,3.8,"Pipeworks Software, Inc.",E
Rock Band 3,PS3,2010,Misc,MTV Games,0.57,91,8,Harmonix Music Systems,T
Blood Wake,XB,2001,Shooter,Microsoft Game Studios,0.57,71,7.5,Stormfront Studios,T
Dynasty Warriors 5: Xtreme Legends,PS2,2005,Action,Tecmo Koei,0.57,57,9.1,Omega Force,T
Rapala: We Fish,Wii,2009,Sports,Activision,0.57,,,Activision,E
Harvest Moon: Sunshine Islands,DS,2008,Simulation,Rising Star Games,0.57,,,,
WWE 2K15,XOne,2014,Sports,Take-Two Interactive,0.57,56,5.7,Yuke's,T
Jampack Summer 2002,PS2,2002,Misc,Sony Computer Entertainment,0.57,,,,
FIFA World Cup Germany 2006,PS2,2006,Sports,Electronic Arts,0.57,77,8.1,EA Canada,E
Wreckless: ThE YaKuza MisSiOns,XB,2002,Racing,Activision,0.57,74,5.2,Bunkasha Publishing,T
Super Bomberman,SNES,1992,Puzzle,Hudson Soft,0.57,,,,
Defiance,X360,2013,Shooter,Trion Worlds,0.57,60,7.2,Trion Worlds,M
Disgaea 4: A Promise Unforgotten,PS3,2011,Role-Playing,Nippon Ichi Software,0.57,80,7.8,Nippon Ichi Software,T
SpongeBob SquarePants featuring Nicktoons: Globs of Doom,DS,2008,Action,THQ,0.57,,6,Natsume,E
SpongeBob SquarePants: Battle for Bikini Bottom,XB,2003,Platform,THQ,0.57,70,8.9,Heavy Iron Studios,E
Doom 3 BFG Edition,PS3,2012,Shooter,Bethesda Softworks,0.57,67,6.4,id Software,M
SD Gundam G Generation Neo,PS2,2002,Strategy,Namco Bandai Games,0.57,,,,
Spider-Man 3,X360,2007,Platform,Activision,0.57,63,7,Treyarch,T
Pro Evolution Soccer 2012,PSP,2011,Action,Konami Digital Entertainment,0.57,74,6.3,Konami,E
The Conduit,Wii,2009,Shooter,Sega,0.57,69,8.2,High Voltage Software,T
Trivial Pursuit,Wii,2009,Misc,Electronic Arts,0.57,67,,EA Bright Light,E
Just Dance 2016,WiiU,2015,Misc,Ubisoft,0.57,73,6.9,Ubisoft,E10+
Disney Universe,X360,2011,Action,Disney Interactive Studios,0.57,66,5.3,Eurocom Entertainment Software,E10+
RalliSport Challenge,XB,2002,Racing,Microsoft Game Studios,0.57,87,8.3,Digital Illusions,E
Resident Evil Outbreak File #2,PS2,2004,Action,Capcom,0.57,58,7.7,Capcom,M
Top Spin 3,PS3,2008,Action,Take-Two Interactive,0.57,75,7.5,Pam Development,E
Bob the Builder: Can We Fix It?,PS,2000,Action,THQ,0.57,,,,
XIII,PS2,2003,Shooter,Ubisoft,0.57,73,8.6,Ubisoft Paris,M
Tomb Raider: Anniversary,PSP,2007,Action,Eidos Interactive,0.57,78,8.2,Crystal Dynamics,T
Bratz 4 Real,DS,2007,Adventure,THQ,0.57,,,THQ,E
Rune Factory 4,3DS,2012,Role-Playing,Xseed Games,0.57,78,8.1,Neverland,E10+
3D Dot Game Heroes,PS3,2009,Role-Playing,SouthPeak Games,0.57,77,8,Silicon Studio,E10+
Up,Wii,2009,Action,THQ,0.56,62,8,Asobo Studio,E10+
Breath of Fire IV,PS,2000,Role-Playing,Capcom,0.56,83,8.9,Capcom,T
Tales of Zestiria,PS3,2015,Role-Playing,Namco Bandai Games,0.56,,8,"Namco Bandai Games, Bandai Namco Games",T
True Crime: Streets of LA,GC,2003,Action,Activision,0.56,77,7.3,Exakt,M
Odin Sphere,PS2,2007,Role-Playing,Square Enix,0.56,83,8.6,Vanilla Ware,T
Petz Wild Animals: Tigerz,DS,2008,Simulation,Ubisoft,0.56,,,Magic Pockets,E
The Incredible Hulk,GBA,2003,Action,Universal Interactive,0.56,,,,
Ms. Pac-Man Maze Madness,GBA,2004,Puzzle,Zoo Digital Publishing,0.56,,,Full-Fat,E
Xenoblade Chronicles,3DS,2015,Role-Playing,Nintendo,0.56,,,,
Titanfall,PC,2014,Shooter,Electronic Arts,0.56,86,6.2,Respawn Entertainment,M
Arena Football,PS2,2006,Sports,Electronic Arts,0.56,66,8.6,EA Tiburon,E10+
The Lord of the Rings: The Return of the King,GBA,2003,Action,Electronic Arts,0.56,77,8.2,Griptonite Games,T
NHL Hitz 20-02,PS2,2001,Sports,Midway Games,0.56,78,7.6,Black Box,E
The Legend of Spyro: Dawn of the Dragon,Wii,2008,Platform,Vivendi Games,0.56,64,6.5,Etranges Libellules,E10+
Classic NES Series: Dr. Mario,GBA,2004,Puzzle,Nintendo,0.56,66,7.5,Nintendo,E
The Sims: Bustin' Out,XB,2003,Simulation,Electronic Arts,0.56,81,8.9,Maxis,T
NCAA March Madness 07,PS2,2007,Sports,Electronic Arts,0.56,63,8.6,EA Canada,E
"Monsters, Inc. Scream Team",PS,2001,Platform,Sony Computer Entertainment,0.56,65,6.9,Artificial Mind and Movement,E
"Warhammer 40,000: Space Marine",X360,2011,Shooter,THQ,0.56,76,7.8,Relic,M
Harry Potter Collection,PS2,2006,Misc,Electronic Arts,0.56,,,Electronic Arts,E10+
Top Spin 3,X360,2008,Action,Take-Two Interactive,0.56,78,7.6,Pam Development,E
Yu-Gi-Oh! World Championship Tournament 2004,GBA,2004,Misc,Konami Digital Entertainment,0.56,,,,
Cabela's Big Game Hunter 2005 Adventures,PS2,2004,Sports,Activision,0.56,55,8.4,Sand Grain Studios,T
LEGO Rock Band,X360,2009,Misc,Warner Bros. Interactive Entertainment,0.56,71,7.2,TT Fusion,E10+
Knockout Kings 2001,PS2,2001,Fighting,Electronic Arts,0.56,81,,Black Ops Entertainment,T
Army Men: Sarge's Heroes,PS,1999,Action,3DO,0.56,,,,
Petz Dogz 2,PS2,2007,Simulation,Ubisoft,0.56,,,Ubisoft,E
Battlefield 2: Modern Combat,XB,2005,Shooter,Electronic Arts,0.56,80,8.2,Digital Illusions,T
Tom Clancy's HAWX,PS3,2009,Action,Ubisoft,0.56,74,8.1,Ubisoft Romania,T
All-Star Baseball 2002,PS2,2001,Sports,Acclaim Entertainment,0.56,77,7.6,Acclaim Studios Austin,E
Backyard NFL Football,GBA,2002,Sports,Infogrames,0.56,,,,
Minecraft: Story Mode,XOne,2015,Adventure,Mojang,0.56,,,,
Jillian Michaels Fitness Ultimatum 2010,Wii,2009,Sports,Majesco Entertainment,0.56,,,Collision Studios,E
Need for Speed: Most Wanted,GC,2005,Racing,Electronic Arts,0.56,80,9.1,EA Canada,T
NASCAR Rumble,PS,2000,Racing,Electronic Arts,0.56,,,,
Bolt,Wii,2008,Adventure,Disney Interactive Studios,0.56,50,5.8,Avalanche Software,E10+
WWE Raw 2,XB,2003,Fighting,THQ,0.56,68,7.3,Anchor,T
Resident Evil 2,N64,1999,Action,Virgin Interactive,0.56,,,,
Mega Man X2,SNES,1993,Platform,Laguna,0.56,,,,
Manhunt 2,PS2,2007,Action,Take-Two Interactive,0.56,67,7.8,Rockstar London,M
Fullmetal Alchemist and the Broken Angel,PS2,2003,Role-Playing,Square Enix,0.56,56,8.1,Racjin,T
Tony Hawk's Project 8,PSP,2006,Sports,Activision,0.56,68,7.6,Page 44 Studios,T
Hamtaro: Ham-Hams Unite!,GB,2001,Role-Playing,Nintendo,0.56,,,,
Batman Begins,PS2,2005,Action,Electronic Arts,0.56,64,7.3,Eurocom Entertainment Software,T
Dogz,DS,2006,Simulation,Ubisoft,0.56,,7.8,MTO,E
Yokai Sangokushi,3DS,2016,Action,Level 5,0.56,,,,
Tony Hawk's Proving Ground,X360,2007,Sports,Activision,0.56,72,5.4,Neversoft Entertainment,T
Dr. Seuss' The Cat in the Hat,PS2,2003,Misc,Vivendi Games,0.56,56,6.5,Magenta Software,E
Barbie Groovy Games,GBA,2002,Misc,Universal Interactive,0.56,47,7,Digital Illusions,E
Wolfenstein,X360,2009,Shooter,Activision,0.56,72,7.5,"id Software, Raven Software",M
Yu-Gi-Oh! Reshef of Destruction,GBA,2003,Strategy,Konami Digital Entertainment,0.56,,,,
Blinx: The Time Sweeper,XB,2002,Platform,Microsoft Game Studios,0.56,71,8,Artoon,E
ESPN NFL Football,PS2,2003,Sports,Sega,0.56,91,8.5,Visual Concepts,E
Fatal Fury Special,SNES,1994,Fighting,Takara,0.56,,,,
Major League Baseball 2K5,XB,2005,Sports,Take-Two Interactive,0.56,81,8.2,Kush Games,E
Tetris Party Deluxe,Wii,2010,Puzzle,Nintendo,0.56,72,5.8,"Tetris Online, Inc",E
DS Bimoji Training,DS,2008,Misc,Nintendo,0.56,,,,
Gravity Rush,PSV,2012,Action,Sony Computer Entertainment,0.56,83,8.5,SCE Japan Studio,T
Quantum Break,XOne,2016,Action,Microsoft Game Studios,0.56,77,6.8,Remedy Entertainment,M
Archer Maclean's Mercury,PSP,2005,Puzzle,Ignition Entertainment,0.56,75,6.6,Awesome Studios,E
